,category,tag,title,content_img,content_text,choices_1,choices_2,choices_3,choices_4,commentary,answer_number
378,2과목,계층형 질의,다음의 계층형 질의에서 리프 노드 여부를 출력하려고 한다. ( )에 올바른 것은?,,"SELECT LEVEL, LPAD(' ',4 + (LEVEL -1) )|| EMPNO, MGR, ( ) AS ISLEAF FROM Mytest START WITH MGR IS NULL CONNECT BY PRIOR EMPNO = MGR;",CONNECT_BY_LEAF,SYS_CONNECT_BY_PATH,CONNECT_BY_ISCYCLE,CONNECT_BY_ISLEAF,"-CONNECT_BY_ISLEAF : 전개 과정에서 해당 데이터가 리프 데이터면 1, 아니면 0을 반환한다. -CONNECT_BY_ISCYCLE : 전개 과정에서 자식을 갖는데, 해당 데이터가 조상으로 존재하면1, 그렇지 않으면 0을 반환한다. 여기서 조상이란 자신으로부터 루트까지의 경로에 존재하는 데이터를 말한다. -SYS_CONNECT_BY_PATH : 하위 레벨의 칼럼까지 모두 표시해준다.",2
379,2과목,JOIN,SQL문을 ANSI 표준 SQL문으로 변환한 것으로 올바른 것은?,,"SELECT * FROM SCOTT.EMP A, SCOTT.DEPT B WHERE A.DEPTNO = B.DEPTNO AND B.DNMAE ='KIM'",SELECT * FROM SCOTT.EMP A INNER JOIN SCOTT.DEPT B ON A.DEPTNO = B.DEPTNO WHERE 1=1 AND B.DNAME = 'KIM';,SELECT * FROM SCOTT.EMP A INNER JOIN SCOTT.DEPT B ON (A.DEPTNO = B.DEPTNO AND B.DNAME = 'KIM') WHERE 1=1;,SELECT * FROM SCOTT.EMP A RIGHT OUTER JOIN SCOTT.DEPT B ON (A.DEPTNO = B.DEPTNO AND B.DNAME = 'KIM') WHERE 1=1;,SELECT * FROM SCOTT.EMP A LEFT OUTER JOIN SCOTT.DEPT B ON (A.DEPTNO = B.DEPTNO AND B.DNAME = 'KIM') ;,조인 조건과 조회 조건이 분리되어야 하므로 조회 조건은 WHERE절로 분리되어야 한다. OUTER JOIN이 아닌 INNER JOIN이므로 INNER JOIN에 조회 조건 분리가 된 ①번이 맞다.,1
380,2과목,집계 함수,다음 주어진 테이블에 대해서 아래의 SQL문을 수행한 행수로 올바른 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j513-1.png,"SELECT COUNT(COL1), COUNT(COL2) FROM ( SELECT DISTINCT COL1, COL2 FROM TEST40 );","3,3","2,2","2,1","1,2","DISTINCT 명령어로 중복된 COL1, COL2값은 제외되어 COL1, COL2이 (조조,1), (조조,2),(조조,3)이 된다.",1
381,2과목,계층형 질의,다음 수행 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j761-1.png,"SELECT SYS_CONNECT_BY_PATH(DNAME, '-') FROM DEPARTMENT WHERE DEPTNO = 103 START WITH PART IS NULL CONNECT BY PART = PRIOR DEPTNO ;",-컴퓨터정보학부,-소프트웨어공학과-컴퓨터정보학부,-컴퓨터정보학부-소프트웨어공학과,-소프트웨어공학과,최상위 학과인 컴퓨터정보학부와 인문사회학부로부터 시작하여 하위 학과들을 연결한 후 루트노드로부터의 연결과 정을 '-'로 이어서 출력하는 과정이다. DEPTNO가 103번인 소프트웨어공학과의 상위학과는 컴퓨터정보학부이다.,3
382,2과목,윈도우 함수,다음 SQL 실행 결과로 가장 알맞은 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j608-1.png,"SELECT 주문번호, 일자, SUM(주문금액) OVER(ORDER BY 일자) AS 주문금액, DENSE_RANK() OVER(PARTITION BY 지점 ORDER BY 주문금액) AS 순위 FROM 주문내역;",,,,,"SUM의 경우 ORDER BY 사용 시 ORDER BY 컬럼 순서대로 누적 합을 계산하는데, 이때 범위는 RANGE가 기본이다. RANGE란 ORDER BY 절에 명시된 컬럼의 값이 같을 경우 하나의 그룹으로 묶어서 누적 합을 계산하는 범위를 말한다. 따라서 2024.01.02 값이 두 개이므로 각각 1000과 2000이 먼저 3000으로 결합되어 두 번째와 세 번째 행의 누적 합이 둘 다 4000이 된다. DENSE_RANK의 경우 동순위 발생 뒤 순위가 연속적으로 출력되므로 주문번호가 3인 행의 순위는 2위가 된다.",2
383,2과목,,다음의 SQL 실행 결과는 무엇인가?,,SELECT sysdate + NULL FROM DUAL;,,내일 날짜가 조회된다.,오늘 날짜가 조회된다.,0,날짜형 데이터와 NULL을 더하면 NULL이 된다.,1
384,2과목,집합 연산자,다음 수행 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j703-1.png,SELECT SUM(COL2) FROM TAB1 WHERE COL2 < ANY(SELECT FARE FROM TAB2);,1000,600,300,100,"ANY는 작다와 만나면 값들 중 최댓값을 리턴한다. 따라서, 메인쿼리 WHERE절은 COL2 < 350 이 되므로 A, B, C들의 COL2의 총 합은 600이 된다.",2
385,2과목,JOIN,다음의 오라클 표준을 ANSI로 가장 잘 표현한 것은?,,"SELECT E.ENAME, E.SAL, E.DEPTNO, D.DNAME FROM EMP E, DEPT D WHERE E.DEPTNO = D.DEPTNO AND E.SAL > 3000 ORDER BY E.ENAME;","SELECT E.ENAME, E.SAL, E.DEPTNO, D.DNAME FROM EMP E LEFT JOIN DEPT D ON E.DEPTNO = D.DEPTNO WHERE E.SAL > 3000 ORDER BY E.ENAME;","SELECT E.ENAME, E.SAL, E.DEPTNO, D.DNAME FROM EMP E INNER JOIN DEPT D ON E.DEPTNO = D.DEPTNO WHERE E.SAL > 3000 ORDER BY E.ENAME;","SELECT E.ENAME, E.SAL, E.DEPTNO, D.DNAME FROM EMP E INNER JOIN DEPT D USING DEPTNO AND E.SAL > 3000 ORDER BY E.ENAME;","SELECT E.ENAME, E.SAL, E.DEPTNO, D.DNAME FROM EMP E JOIN DEPT D ON E.DEPTNO = D.DEPTNO AND E.SAL > 3000 ORDER BY E.ENAME;","조인 조건에 성립하는 행만 출력하는 INNER JOIN이 수행되었으므로 조인조건을 ON절에, 일반조건을 WHERE절에 각각 명시하면 된다. USING을 사용하는 경우 반드시 괄호로 묶어서 전달해야 한다.",2
386,2과목,계층형 질의,다음은 계층형 쿼리를 수행하는 SQL문이다. ( )에 해당되는 것으로 올바른 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j279-1.png,SELECT * FROM Mytest START WITH ( ㄱ ) IS NULL CONNECT BY PRIOR ( ㄴ ) AND today BETWEEN '2017-01-01' AND '2022-12-31' ORDER SIBLINGS BY empid;,(ㄱ) mgrid (ㄴ) mgrid = empid,(ㄱ) mgrid (ㄴ) empid = mgrid,(ㄱ) empid (ㄴ) mgrid = empid,(ㄱ) empid (ㄴ) empid = mgrid,mgrid가 NULL인 값을 시작해서 empid로 조회를 전개하는 순방향 조회를 하고 있다. 순방향 전개를 하면서 empid로 정렬한다.,2
387,2과목,집계 함수,다음 SQL 수행 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j690-1.png,SELECT COUNT(COL1) RESULT FROM TAB1 WHERE COL3 < 100 GROUP BY COL1; SELECT COUNT(COL1) RESULT FROM TAB1 WHERE COL1 IS NOT NULL GROUP BY COL1 HAVING SUM(COL2) > 500;,,,,,"첫 번째 문장은 조건에 만족하는 COL1값이 NULL이므로 NULL 그룹이 리턴된다. 따라서 COUNT를 하면 0이 출력되며, 두 번째 문장은 HAVING 조건에 만족하는 그룹이 없으므로 공집합이 출력되어 COUNT 결과가 NULL이 된다.",2
388,2과목,윈도우 함수,다음 수행 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j757-1.png,"SELECT RATIO_TO_REPORT(COL2) OVER() AS C1, CUME_DIST() OVER(ORDER BY COL2) AS C2, ROUND(PERCENT_RANK() OVER(ORDER BY COL2),2) AS C3 FROM TAB1;",,,,,"RATIO_TO_REPORT는 총 합 기준 COL2의 값의 크기에 대한 차지 비율을 출력, CUME_DIST는 COL2 순서대로 각 행의 상대적 누적 위치 출력, PERCENT_RANK는 COL2 순서대로 각 행의 누적 분위수(0~1 사이)를 출력한다.",4
389,2과목,집계 함수,다음 출력 결과를 갖도록 하는 빈칸의 문장으로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j707-1.png,"SELECT EMPNO, ENAME, DEPTNO, SAL, SUM(SAL) OVER(PARTITION BY DEPTNO ORDER BY SAL ____________________) AS RESULT FROM EMP;",ROWS BETWEEN 1 PRECEDING AND 1 FOLLOWING,ROWS BETWEEN UNBOUNDED PRECEDING AND 1 FOLLOWING,RANGE BETWEEN 1 PRECEDING AND 1 FOLLOWING,RANGE BETWEEN UNBOUNDED PRECEDING AND 1 FOLLOWING,"누적합의 범위가 각 행마다 이전행과 현재행, 다음행을 연산하고 있으므로(JONES 기준 1100 + 2975 + 3000 = 7075) 1 PRECEDING AND 1 FOLLOWING 이며, SAL이 같은 SCOTT과 FORD의 누적합이 각각 다르게 계산되었으므로 ROWS가 적절하다.",1
390,2과목,DML,다음의 테이블이 있을 경우 SQL을 수행하였을 때 출력결과를 순서대로 나열한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j429-1.png,SELECT CASE WHEN C1=1 THEN 10 WHEN C1=2 THEN 20 ELSE C1 END FROM Mytest;,"1,2,30","10,20,30","10,20,3","1,2,3",CASE 문의 조건문에 따라서 1은 10으로 2는 20으로 입력된다.,3
391,2과목,JOIN,다음 ANSI 문법을 오라클 문법으로 바꾼 것으로 가장 적절한 것은?,,SELECT * FROM TAB1 JOIN TAB2 ON TAB1.COL1 = TAB2.COL1 LEFT OUTER JOIN TAB3 ON TAB1.COL2 = TAB3.COL2;,"SELECT * FROM TAB1, TAB2, TAB3 WHERE TAB1.COL1 = TAB2.COL1(+) AND TAB1.COL2 = TAB3.COL2(+);","SELECT * FROM TAB1, TAB2, TAB3 WHERE TAB1.COL1 = TAB2.COL1 AND TAB1.COL2 = TAB3.COL2(+);","SELECT * FROM TAB1, TAB2, TAB3 WHERE TAB1.COL1 = TAB2.COL1(+) AND TAB1.COL2 = TAB3.COL2;","SELECT * FROM TAB1, TAB2, TAB3 WHERE TAB1.COL1 = TAB2.COL1 AND TAB1.COL2 = TAB3.COL2;",TAB1과 LEFT OUTER JOIN인 테이블은 TAB3이므로 TAB1과 TAB3의 관계에만 TAB3의 컬럼에 (+)를 붙여주면 된다.,2
392,2과목,집계 함수,아래의 테이블에 대해서 주어진 SQL문을 수행한 결과로 알맞은 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j550-1.png,"SELECT A.jumin as ""주문"", B.custrank as ""고객등급"" FROM (SELECT jumun, SUM(price) AS Total FROM test34_1 GROUP BY jumun) A, test34_2 B WHERE A.Total BETWEEN B.minprice AND B.maxprice;",,,,,"먼저 FROM절에 있는 inline view의 실행 결과는 20, 7500과 10, 5000의 합계가 조회된다. 그리고 test34_2의 BETWEEN구로 조회하면 10번 VIP가 조회된다.",2
393,2과목,계층형 질의,"아래의 계층형 SQL 에서 리프 데이터이면 1, 그렇지 않으면 0 을 출력하고 싶을 때 사용하는 키워드로 알맞은 것은?",,"SELECT LEVEL, EMPNO, MGR, _____________ AS 리프노드여부 FROM SCOTT.EMP START WITH MGR IS NULL CONNECT BY PRIOR EMPNO = MGR;",CONNECT_BY_ROOT,SYS_CONNECT_BY_PATH,CONNECT_BY_ISCYCLE,CONNECT_BY_ISLEAF,각 행이 리프 노드 데이터인지 여부를 출력해주는 계층형 질의절의 가상 함수 CONNECT_BY_ISLEAF이다.,4
394,2과목,단일행 함수,다음의 SQL문 실행 결과를 고르시오.,,"SELECT ROUND(3.47,1) AS DATA1 FROM DUAL;",4,3,"3,5","3,4",ROUND 함수의 첫 번째 인자값인 3.47을 소수 첫째 자리까지 반올림한다.,3
395,2과목,집계 함수,다음의 SQL문을 실행한 결과로 올바른 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j343-1.png,"SELECT SUM(A.N1) FROM MytestA A, MytestB B WHERE A.V1 <> B.V1;",9,12,32,10,,2
396,2과목,DML,다음 주어진 SQL문을 수행한 결과 영구적으로 반영되는 것은 무엇인가?,,INSERT INTO TAB1 VALUES(1); INSERT INTO TAB1 VALUES(2); SAVEPOINT SV1; UPDATE TAB1 SET COL1=7 WHERE COL1=2; INSERT INTO TAB1 VALUES(9); SAVEPOINT SV2; DELETE TAB1 WHERE COL1=7; INSERT INTO TAB1 VALUES(11); SAVEPOINT SV3; INSERT INTO TAB1 VALUES(9); ROLLBACK TO SV2; COMMIT;,"1,2","1,9,11,9","1,9,11","1,7,9",SQL문의 맨 하단에서 ROLLBACK TO SV2명령어를 수행하면 SAVEPOINT SV2 지점까지 변경 된 것을 모두 취소한다.,4
397,2과목,집계 함수,다음 SQL 수행 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j751-1.png,"SELECT SUM(E2.SAL) AS RESULT FROM EMP E1, EMP E2 WHERE E1.HIREDATE >= E2.HIREDATE GROUP BY E1.ENAME;",,,,,"셀프조인을 통해 각 행마다 입사일이 작거나 같은 모든 행을 출력하는 쿼리로, 각 행마다의 누적 급여 총 합을 출력 하게 된다.",2
398,2과목,단일행 함수,"다음의 SQL문을 사용할 때, 날짜형 변수를 문자형으로 바꿀 수 있는 것은?",,SELECT SYSDATE FROM DUAL;,CONVERT,TO_CHAR,TO_DATE,TO_NUMBER,TO_CHAR문을 사용하면 문자형 타입으로 변환한다.,2
399,2과목,DML,다음 SQL문과 동일한 결과를 반환하는 SQL문은?,,select * from Mytest where (COL1 = 1 and COL2 = 3) or (COL1 = 1 and COL2 = 4);,select * from Mytest where COL1 = 1 or (COL2 = 3 or COL2 = 4);,"select * from Mytest where COL1 in (1,3) or COL2 in (1,4);","select * from Mytest where COL1 in (1,3) and COL2 in (1,4);",select * from Mytest where COL1 = 1 and (COL2 = 3 or COL2 = 4);,"주어진 SQL문은 COL1, COL2 값이 각각(1,3) (1,4)인 행들만 조회되는 SQL문이다. 이와 같은 값을 반환하는 보기는 COL1이 1이면서 COL2가 3 또는 4인 값을 조회하는 ④번 보기이다.",4
400,2과목,단일행 함수,"오라클환경에서 날찌형 데이터를 다룰 경우, 아래 SQL 결과로 가장 적절한 것은?",,"SELECT TO_CHAR(TO_DATE('2015.01.10 10', 'YYYY,MM,DD HH24') + 1/24/(60/10), 'YYYY,MM,DD HH24:MI:SS') FROM DUAL;",2015.01.10.10:30:00,2015.01.10.10:10:00,2015.01.10.10:05:00,2015.01.10.11:01:00,,2
401,2과목,집계 함수,다음 보기의 결괏값을 얻기 위한 SQL문을 작성하시오.,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j298-1.png,"SELECT ( ) AS A, ( ) AS B, ( ) AS C from Mytest","max(COL1), max(COL2), max(COL1)","max(COL1), min(COL2), sum(COL2)","max(COL1), min(COL2), sum(COL1)","max(COL2), min(COL2), sum(COL1)","A 속성은 COL1의 최댓값, B 속성은 COL2의 최솟값, C 속성은 COL1 속성의 합이다.",3
402,2과목,단일행 함수,"아래 SQL의 실행 결과로 가장 적절한 것은?(단, DBMS는 ORACLE로 가정)",,"SELECT TO_CHAR(TO_DATE('2024/08/24 10:00', 'YYYY/MM/DD HH24:MI') - 30/24/60, 'YYYY.MM.DD HH24:MI:SS') FROM DUAL;",2024.08.24 09:59:30,2024.08.24 09:30:00,2024.08.24 06:00:00,2024.07.25 10:00:00,"오라클에서 날짜 연산 단위는 DAY(일)이다. 따라서 30/24/60 은 30*1/24/60 인데 1/24/60 는 1 분을 의미한다. (1(하루)를 24 로 나누면 1 시간, 다시 60 으로 나누면 1 분이 된다.) 따라서 30 분 이전을 출력하되, TO_CHAR 에서 요구하는 날짜 포맷으로 출력하면 2024.08.24 09:30:00 이 된다.",2
403,2과목,,아래 SQL 수행 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j595-1.png,SELECT COUNT(*) AS RESULT FROM TAB1 WHERE COL1 = 200 GROUP BY COL1; SELECT SUM(COL2) AS RESULT FROM TAB1 WHERE COL1 = 100; SELECT COUNT(COL1) AS RESULT FROM TAB1 WHERE COL3 = 400;,,,,,"첫 번째 문장은 COL1 = 200 조건에 만족하는 값이 없고, 공집합을 GROUP BY 하면 아무것도 출력되지 않는다. 따라서 공집합에 대한 COUNT 결과는 0 이 아닌 공집합이 출력되므로 컬럼명만 출력되는 형태로 리턴된다. 두 번째 문장은 첫 번째 행에 대한 SUM(COL2)를 출력하게 되는데, 첫 번째 행의 COL2 값이 NULL 이므로 NULL 이 출력된다. NULL 로만 구성된 데이터의 SUM, AVG, MIN, MAX 등의 결과는 NULL 이 리턴되며 COUNT 만 0 으로 출력된다. 따라서 세 번째 문장의 출력값은 0 이 된다.",1
404,2과목,집계 함수,다음 SQL문의 ( )에 들어가는 것으로 올바르지 않은 것은?,,"SELECT ( ), Count(Empno) FROM EMP WHERE EMPNO > 0 GROUP BY DEPTNO, SAL;",Deptno 와 Sal,Sal,Deptno,Empno,SELECT구에는 GROUP BY절에 있는 칼럼만 나와야 한다.,4
405,2과목,서브쿼리,릴레이션 'employee'와 'department'에서 다음 SQL 질의문의 수행 결과는?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j215-1.png,"SELECT e.dno, d.dname, e.ename, e.score FROM employee e, department d WHERE e.dno = d.dno and (e.dno, score) IN (SELECT dno, max(score) FROM employee GROUP BY dno);","{(100,영업,Hong,80), (100,영업,Lee,90),(200,개발,Kim,90),(200,개발,Kim,95),(600,null,Hong,65)}","{(100,영업,Lee,90)}","{(100,영업,Lee,90),(200,개발,Kim,95)}","{(100,영업,Lee,90),(200,개발,Kim,90),(300,서비스,Hong,65)}","서브쿼리만 실행하면 DNO와 MAX(SCORE) 값이 {100,90},{300,65},{200,95} 이다. IN 문을 사용해서 조인을 하므로 {(100,영업,Lee,90),(200,개발,Kim,95),(300,서비스,Hong,65)}가 조회된다.",4
406,2과목,DML,"주어진 테이블 test32에는 COL1과 COL2칼럼이 있다. 아래의 SQL문을 실행한 결과로 올바른 것은? (ㄱ은 COUNT(COL1)의 결괏값을, ㄴ과 ㄷ은 출력되는 결과의 행의 수를 고르시오.)",,"insert into test32 values (null,10); insert into test32 values (12,null); insert into test32 values (null,null); insert into test32 values (10,12); ㄱ. SELECT COUNT(COL1) FROM test32; ㄴ. SELECT * FROM test32 WHERE COL1 IN (12,10,null); ㄷ. SELECT COL1, COUNT(*) FROM test32 GROUP BY COL1;","4,2,3","2,2,3","2,1,3","2,3,4","ㄱ은 COUNT(COL1)을 사용하므로 NULL은 제외되기 때문에 2가 된다. 그리고 ㄴ은 IN구를 사용해서 NULL까지 조건으로 넣었지만, 12,10만 조회된다. 즉, NULL은 제외된다. 그리고 ㄷ은 COL1로 GROUP BY하였으므로 3건이 된다.",2
407,2과목,DDL,테이블의 칼럼을 변경하는 DDL문으로 올바른 것은?,,TEST 테이블의 NAME 칼럼의 데이터 타입을 CHAR에서 VARCHAR로 변경하고 데이터 크기를 100으로 늘린다.,ALTER table TEST add constraint column name NAME varchar(100),ALTER table TEST add column NAME varchar(100);,ALTER table TEST modify (NAME varchar(100));,ALTER talbe TEST alter column NAME varchar(100);,칼럼의 변경은 ALTER TABLE ~ MODIFY문을 사용하면 된다. 데이터 타입이나 길이를 변경할 수 있다.,3
408,2과목,서브쿼리,다음 SQL문의 실행 결과로 올바른 것을 고르시오.,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j206-1.png,"SELECT DISTINCT DEPARTMENT_ID FROM HR.EMPLOYEES A WHERE A.DEPARTMENT_ID <= ALL (30,50);","10,20,30,40,50","10,20,30,40","10,20,30","10,20",ALL 연산자는 서브쿼리 값 모두가 조건에 만족하면 True를 반환한다.,3
409,2과목,,다음의 SQL문과 동일한 것을 고르시오.,,"Select NVL(Name,'없음') From Emp;",Select Case When Name IS NULL THEN '없음' ELSE '0' END AS USER_NAME FROM Emp;,Select Case When Name IS NULL THEN '없음' ELSE NAME END AS USER_NAME FROM Emp;,Select Case When Name IS NOT NULL THEN '0' ELSE NAME END AS USER_NAME FROM Emp;,Select Case When Name IS NOT NULL THEN NAME ELSE '0' END AS USER_NAME FROM Emp;,"IS NULL 함수는 만약 NULL이면 ""없음""을 출력하고 그렇지 않으면 NAME 칼럼의 값을 출력하는 것이다.",2
410,2과목,DML,"다음의 SQL문의 실행 결과로 올바른 것은?(단,오늘의 날짜는 2022년 4월 30일이고 시간은 무시)",,"SELECT SYSDATE, TO_DATE(SYSDATE,'YYYY') FROM DUAL;",에러가 발생한다.,22 - 04 - 30 00 : 00 : 00 2022,2022/04/30 00 : 00 : 00 2022,2022 - 04 - 30 00 : 00 : 00 2022,SYSDATE는 Oracle에서 오늘의 날짜와 시간을 가지고 있는 Date 타입이다.따라서 Date 타입을 다시 TO_DATE로 형 변환을 하면 동일 타입을 변환하기 때문에 오류가 발생한다. 즉 이러한 경우는 TO_CHAR를 사용해서 문자형 타입으로 변환해야 한다.,1
411,2과목,계층형 질의,다음 중 아래의 TEST10 테이블에 대해서 SQL문을 수행하였을 때의 결과 건수는?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j533-1.png,"SELECT LPAD('**', (LEVEL-1)*2, ' ')|| EMPNO AS EMP, NAME FROM TEST10 WHERE EMPNO <> 3 START WITH EMPNO = 3 CONNECT BY EMPNO = PRIOR MANAGER;",3,2,1,0,위의 SQL에서 WHERE 조건에 의하여 EMPNO 3번은 조회에서 제외된다. 그리고 EMPNO가 3번으로 시작하여 계층형 조회를 한다. 따라서 EMPNO 1번과 2번 2개의 행이 조회된다.,2
412,2과목,단일행 함수,다음 SQL의 실행 결과에 대한 해석으로 가장 적절한 것은?,,"SELECT NEXT_DAY(ADD_MONTHS(HIREDATE, 6),'월요일') FROM EMP;",각 직원의 입사날짜로부터 6개월 후 두 번째 월요일에 해당하는 날짜,각 직원의 입사날짜로부터 6개월 후 첫 번째 월요일에 해당하는 날짜,각 직원의 입사날짜로부터 6일 후 두 번째 월요일에 해당하는 날짜,각 직원의 입사날짜로부터 6일 후 첫 번째 월요일에 해당하는 날짜,"ADD_MONTHS는 지정한 날짜에서 n개월 이후 날짜를 출력하는 함수이다. NEXT_DAY(날짜,요일) 는 지정한 날짜 뒤 의 첫 번째 지정요일에 해당하는 날짜를 리턴한다.",2
413,2과목,집계 함수,아래 SQL 실행 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j742-1.png,"SELECT COL2, SUM(COL3) AS C1, MIN(COL3) AS C2, MAX(COL3) AS C3 FROM TAB1 WHERE COL1 > 100 GROUP BY COL2;",,,,,"COL1 > 100 조건에 만족하는 값은 COL1이 200, 300, 400, 500, 300인 행이다. 이들을 COL2에 의해 그룹핑을 하면 A, B, NULL그룹이 리턴되며, NULL일 때의 SUM(COL3), MIN(COL3)은 모두 20이 리턴된다.",4
414,2과목,JOIN,SQL의 실행 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j648-1.png,SELECT COUNT(TAB1.NO) FROM TAB1 LEFT OUTER JOIN TAB2 ON TAB1.NO = TAB2.NO; SELECT COUNT(DISTINCT TAB1.CODE) FROM TAB1 RIGHT OUTER JOIN TAB2 ON TAB1.NO = TAB2.NO;,"9, 3","9, 2","7, 3","7, 2","LEFT OUTER JOIN의 결과 TAB1의 NO값이 1, 2, 4, 4, 6, 7, 3인 총 7개의 행이 나오게 되고, RIGHT OUTER JOIN의 결과로 TAB1의 CODE값이 A, B, B, B, NULL, NULL, NULL이 출력되어 DISTINCT 수는 총 2건이다.(NULL은 세지 않는다)",4
415,2과목,JOIN,다음 SQL 구문의 결과는?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j646-1.png,"SELECT COUNT(TAB1.COL1) FROM TAB1, TAB2 WHERE TAB1.COL2 = TAB2.COL2(+);",5,4,3,2,"(+) 가 붙은 반대편 테이블이 기준이 되는 테이블로 TAB1 테이블을 기준 테이블로 LEFT OUTER JOIN이 수행된다. 즉, 조인 조건이 일치하지 않아도 TAB1은 생략되서는 안되므로 INNER JOIN의 결과에 TAB1의 COL2가 NULL, C인 경우 추가적으로 출력되므로 총 5건이 나온다.",1
416,2과목,DML,다음 주어진 테이블에 대해서 아래의 SQL문을 실행하였을 때 결과 행의 수는?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j548-1.png,"SELECT * FROM TEST32 WHERE (COL1,COL2) IN (10000,'ABC'));",3,2,1,,"보기의 SQL문은 COL1, COL2가 각각 10000, 'ABC'인 행만을 조회하는 SQL문으로 1번째 행만 조회된다.",3
417,2과목,집합 연산자,아래 SQL 실행 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j741-1.png,"SELECT COUNT(COL1) FROM TAB1 WHERE COL2 NOT BETWEEN 2000 AND 3000 AND COL3 NOT IN (10, 20);",2,1,0,,"2000과 3000사이 값이 아니면 2000미만, 3000초과가 된다. 이들 중 COL3이 10, 20과 일치하지 않는 행은 존재하지 않는다. 따라서 COUNT 결과는 0이다. 조건에 만족하지 않더라도 COUNT는 NULL이 아닌 0을 리턴한다.",3
418,2과목,DCL,다음 중 TEST 사용자가 아래의 작업을 수행할 수 있도록 권한을 부여하는 DCL로 올바른 것은?,,UPDATE A_User.TB_A SET col1='TEST' WHERE col2=100;,"GRANT SELECT, UPDATE ON A_User, TB_A TO TEST;","REVOKE UPDATE ON A_User, TB_A TO TEST;","REVOKE SELECT ON A_User, TB_A FROM TEST;",GRANT UPDATE TO TEST;,GRANT privileges ON object TO user;,1
419,2과목,집합 연산자,다음 중 SQL에서 실행 결과가 같은 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j349-1.png,"(1) SELECT A ID, B.ID FROM MytestA A FULL OUTER JOIN MytestB B ON A.ID = B.ID (2) SELECT A ID, B.ID FROM MytestA A LEFT OUTER JOIN MytestB B ON A.ID = B.ID UNION SELECT A ID, B.ID FROM MytestA A RIGHT OUTER JOIN MytestB B ON A.ID = B.ID (3) SELECT A ID, B.ID FROM MytestA A, MytestB B WHERE A.ID = B.ID UNION ALL SELECT A.ID, NULL FROM MytestA A WHERE NOT EXISTS (SELECT 1 FROM MytestB B WHERE A.ID = B.ID) UNION ALL SELECT NULL, B.ID FROM MytestB B WHERE NOT EXISTS (SELECT 1 FROM MytestA A WHERE B.ID = A.ID)","1,2,3","2,3","1,3","1,2","보기 3개 모두 FULL OUTER JOIN과 동일한 결과를 반환한다. 즉, 교집합과 MytestA 및 MytestB의 차집합 모두가 조회된다.",1
420,2과목,집계 함수,다음 주어진 테이블들에 대해서 아래의 SQL문을 수행하였을 때 결과의 행수로 올바른 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j510-1.png,"SELECT COUNT(*) ROWCNT FROM test36_1 a,test36_2 b WHERE a.ename LIKE b.condition;",6,4,3,0,,3
421,2과목,계층형 질의,다음과 같은 데이터 상황에서 계층형 질의절을 완성하기 위해 필요한 표현식은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j760-1.png,SELECT * FROM EMP START WITH EMPNO = '0001' CONNECT BY MGR = PRIOR EMPNO;,ORDER SIBLINGS BY,NOCYCLE,SYS_CONNECT_BY_PATH,CONNECT_BY_ROOT,위 데이터는 SMITH와 ALLEN이 서로 순환구조를 가지기 때문에 출력이 불가하다. 따라서 출력을 원할 경우 CONNECT BY 뒤에 NOCYCLE 옵션을 전달해야 한다.,2
